time[sec],velocity[sec],angle[rad],x[m],y[m],,
13.32,14.60006,0.07128,27.240139,1.576126,5599.9329722477,
13.35,14.683399,0.068769,26.810719,1.490299,5600.0001668741,
13.38,14.766739,0.066447,26.375046,1.41046,5600.0001668741,
13.41,14.850079,0.063921,25.935364,1.334417,5599.9329722477,
13.44,14.933418,0.061568,25.495682,1.258377,5600.0001668741,
13.47,15.016758,0.059438,25.050709,1.187281,5600.0001668741,
13.5,15.100098,0.057325,24.60574,1.116184,5599.8657776213,
13.53,15.183436,0.05539,24.155117,1.050297,5599.9329722477,
13.56,15.266775,0.053412,23.704494,0.984409,5600.0001668741,
13.59,15.350115,0.051601,23.248161,0.92367,5599.9329722476,
13.62,15.433454,0.049733,22.791832,0.862932,5599.8657776213,
13.65,15.516792,0.048026,22.329845,0.807178,5599.9329722476,
13.68,15.600131,0.046259,21.867863,0.751425,5600.0001668742,
13.71,15.683471,0.044652,21.400288,0.700457,5599.9329722476,
13.74,15.76681,0.042985,20.932713,0.649488,5600.0001668741,
13.77,15.85015,0.041473,20.459641,0.603102,5600.0001668742,
13.8,15.93349,0.039896,19.986572,0.556713,3901.9919569279,
13.83,15.99156,0.038473,19.508068,0.514696,3901.9247623015,
13.86,16.049629,0.036997,19.029568,0.472681,-10449.7723296306,
13.89,15.894114,0.035909,18.554008,0.435476,-10449.6379403779,
13.92,15.738601,0.034463,18.078453,0.398272,-13254.9463993029,
13.95,15.541339,0.033685,17.613396,0.365982,-13254.8120100502,
13.98,15.344079,0.032249,17.148342,0.333693,-13738.2101526047,
14.01,15.139625,0.031507,16.695381,0.305847,-13738.2101526047,
14.04,14.935171,0.030114,16.242424,0.278002,-13821.397100128,
14.07,14.729479,0.029383,15.801926,0.254082,-13821.3299055015,
14.1,14.523788,0.028051,15.361431,0.230162,-13837.3222265924,
14.13,14.317859,0.027339,14.933571,0.20969,-13837.255031966,
14.16,14.111931,0.026081,14.505711,0.189219,-13840.8835417934,
14.19,13.905949,0.0254,14.090672,0.171776,-13840.8835417934,
14.22,13.699967,0.024226,13.675636,0.154333,-13840.681957914,
14.25,13.493988,0.023361,13.260601,0.13689,-13842.2946289483,
14.28,13.287985,0.023034,12.863239,0.12306,-13842.2274343221,
14.31,13.081983,0.021945,12.465878,0.10923,-13842.4290182012,
14.34,12.875978,0.021345,12.082191,0.097694,-13842.4290182012,
14.37,12.669973,0.020315,11.698505,0.086159,-13842.2946289485,
14.4,12.46397,0.019545,11.314823,0.074623,-13842.4290182012,
14.43,12.257965,0.019223,10.949154,0.065643,-13842.3618235748,
14.46,12.051961,0.018295,10.583485,0.056665,-13842.2946289485,
14.49,11.845958,0.017596,10.217823,0.047688,-13842.5634074541,
14.52,11.639951,0.017308,9.87125,0.040901,-13842.4962128277,
14.55,11.433945,0.016442,9.524681,0.034117,-13842.4290182012,
14.58,11.22794,0.015938,9.19231,0.028608,-13842.4290182013,
14.61,11.021935,0.015123,8.85994,0.0231,-13842.4290182012,
14.64,10.81593,0.014497,8.527573,0.017591,-13842.4290182012,
14.67,10.609925,0.014199,8.213459,0.013435,-13842.4290182013,
14.7,10.40392,0.013482,7.899345,0.009279,-13842.2946289483,
14.73,10.197917,0.012928,7.585232,0.005123,-13842.227434322,
14.76,9.991915,0.012505,7.271122,0.000967,-13842.4290182013,
14.79,9.78591,0.012394,6.981897,-0.001745,-13842.4290182012,
14.82,9.579905,0.011731,6.692675,-0.004457,-13842.4290182012,
14.85,9.3739,0.011212,6.403452,-0.00717,-13842.4290182013,
14.88,9.167895,0.01095,6.134253,-0.009071,-13842.4290182012,
14.91,8.96189,0.010349,5.865055,-0.010973,-13842.3618235748,
14.94,8.755886,0.009871,5.595858,-0.012877,-13842.227434322,
14.97,8.549884,0.009496,5.326664,-0.014778,-13842.4962128277,
15,8.343878,0.009358,5.082912,-0.015936,-13842.4290182012,
15.03,8.137873,0.008826,4.839161,-0.017092,-13842.4290182013,
15.06,7.931868,0.008396,4.595411,-0.01825,-13842.2946289484,
15.09,7.725865,0.008052,4.351664,-0.019405,-13842.4962128277,
15.12,7.519859,0.007913,4.134459,-0.020061,-13842.4962128277,
15.15,7.313853,0.007394,3.917253,-0.020718,-13842.4290182013,
15.18,7.107848,0.006966,3.700048,-0.021374,-13842.3618235748,
15.21,6.901844,0.006615,3.482845,-0.02203,-13842.227434322,
15.24,6.695842,0.006328,3.265642,-0.022684,-13842.5634074541,
15.27,6.489835,0.006206,3.077023,-0.023005,-13842.4290182013,
15.3,6.28383,0.005867,2.888403,-0.023325,-13842.4290182013,
15.33,6.077825,0.005586,2.699785,-0.023643,-13842.2946289484,
15.36,5.871822,0.005353,2.511169,-0.023964,-13842.4962128277,
15.39,5.665816,0.005251,2.349407,-0.024113,-13842.4290182013,
15.42,5.459811,0.004949,2.187645,-0.024263,-13842.3618235748,
15.45,5.253807,0.004694,2.025883,-0.024412,-13842.3618235748,
15.48,5.047803,0.004478,1.86412,-0.024563,-13842.4962128277,
15.51,4.841797,0.004374,1.731497,-0.024624,-13842.4290182012,
15.54,4.635792,0.004112,1.598873,-0.024685,-13842.4290182013,
15.57,4.429787,0.003887,1.466249,-0.024746,-13842.3618235748,
15.6,4.223783,0.003694,1.333626,-0.024807,-13842.3618235748,
15.63,4.017779,0.003528,1.201002,-0.024866,-13842.227434322,
15.66,3.811777,0.003388,1.06838,-0.024927,-13842.5634074541,
15.69,3.60577,0.003361,0.98246,-0.024937,-13842.4962128277,
15.72,3.399764,0.003165,0.89654,-0.024946,-13842.4962128277,
15.75,3.193758,0.002994,0.810619,-0.024956,-13842.4962128277,
15.78,2.987752,0.002843,0.724699,-0.024965,-13842.4290182012,
15.81,2.781747,0.002713,0.638779,-0.024977,-13842.4290182013,
15.84,2.575742,0.002599,0.552858,-0.024986,-13842.3618235748,
15.87,2.369738,0.0025,0.466938,-0.024998,-13842.3618235748,
15.9,2.163734,0.002416,0.381018,-0.025007,-13842.2946289484,
15.93,1.957731,0.002345,0.295099,-0.025019,-13842.4962128277,
15.96,1.751725,0.002358,0.264048,-0.025019,-13842.4290182012,
15.99,1.54572,0.002282,0.232996,-0.025019,-13842.4962128277,
16.02,1.339714,0.002218,0.201944,-0.025021,-13842.4962128277,
16.05,1.133708,0.002163,0.170891,-0.025021,-13842.4962128277,
16.08,0.927702,0.002119,0.139839,-0.025023,-13842.5634074541,
16.11,0.721695,0.002083,0.108786,-0.025023,-13842.697796707,1.5707963268
16.14,0.515686,0.002058,0.077732,-0.025024,-13842.7649913334,
16.17,0.309676,0.002039,0.046679,-0.025024,-13843.0337698392,
16.2,0.103662,0.002028,0.015625,-0.025026,-6965.5293652328,
