time[sec],velocity[sec],angle[rad],x[m],y[m],
20.22,5,0.143584,47.274014,30.896887,
20.25,5,0.143002,47.306744,30.750509,
20.28,5,0.142461,47.339481,30.604132,
20.31,5,0.141965,47.368069,30.456892,
20.34,5,0.141354,47.396656,30.309652,
20.37,5,0.140788,47.425243,30.162413,
20.4,5,0.140269,47.453823,30.015169,
20.43,5,0.139793,47.48241,29.867926,
20.46,5,0.139353,47.50687,29.719942,
20.49,5,0.1388,47.53133,29.571959,
20.52,5,0.138289,47.55579,29.423975,
20.55,5,0.137823,47.58025,29.275988,
20.58,5,0.137392,47.60471,29.128,
20.61,5,0.136991,47.625072,28.979399,
20.64,5,0.136504,47.645435,28.830797,
20.67,5,0.136052,47.665806,28.682196,
20.7,5,0.135637,47.686169,28.53359,
20.73,5,0.135256,47.706539,28.384985,
20.76,5,0.134902,47.722843,28.235884,
20.79,5,0.134488,47.739147,28.086779,
20.82,5,0.134107,47.755451,27.937674,
20.85,5,0.133757,47.771755,27.788568,
20.88,5,0.133432,47.788059,27.63946,
20.91,5,0.133134,47.80032,27.489969,
20.94,5,0.132783,47.81258,27.340479,
20.97,5,0.132463,47.824841,27.190989,
21,5,0.132164,47.837101,27.041498,
21.03,5,0.131893,47.849361,26.892004,
21.06,5,0.131642,47.857601,26.742239,
21.09,5,0.131357,47.865841,26.592474,
21.12,5,0.131096,47.874081,26.442705,
21.15,5,0.130858,47.88232,26.292936,
21.18,5,0.130638,47.89056,26.143164,
21.21,5,0.130432,47.894794,25.993231,
21.24,5,0.130218,47.899021,25.843298,
21.27,5,0.130017,47.903255,25.693365,
21.3,5,0.129834,47.907482,25.543428,
21.33,5,0.129663,47.911716,25.393492,
21.36,5,0.129504,47.911945,25.243498,
21.39,5,0.129363,47.912174,25.093504,
21.42,5,0.129233,47.912403,24.94351,
21.45,5,0.129115,47.912632,24.793512,
21.48,5,0.129008,47.912861,24.643515,
21.51,5,0.128905,47.909084,24.49357,
21.54,5,0.128819,47.905308,24.343626,
21.57,5,0.128742,47.901531,24.193682,
21.6,5,0.128672,47.897755,24.043734,
21.63,5,0.128606,47.893986,23.893785,
21.66,5,0.128544,47.886204,23.743998,
21.69,5,0.128529,47.878422,23.59421,
21.72,5,0.128514,47.87064,23.444422,
21.75,5,0.128504,47.862858,23.29463,
21.78,5,0.128492,47.855083,23.144838,
21.81,5,0.128479,47.843288,22.99531,
21.84,5,0.128532,47.831493,22.845781,
21.87,5,0.12858,47.819698,22.696253,
21.9,5,0.128621,47.807903,22.546724,
21.93,5,0.12866,47.796108,22.397192,
21.96,5,0.1287,47.780277,22.248041,
21.99,5,0.128821,47.764454,22.098886,
22.02,5,0.128935,47.748623,21.949732,
22.05,5,0.129038,47.732792,21.800577,
22.08,5,0.129131,47.716969,21.651419,
22.11,5,0.12922,47.697086,21.502752,
22.14,5,0.129401,47.677204,21.354082,
22.17,5,0.12957,47.657322,21.205412,
22.2,5,0.129725,47.63744,21.056742,
22.23,5,0.129869,47.617558,20.908072,
22.26,5,0.130003,47.593601,20.760008,
22.29,5,0.130249,47.569645,20.611944,
22.32,5,0.130476,47.545681,20.463877,
22.35,5,0.130688,47.521725,20.315809,
22.38,5,0.130878,47.497761,20.167742,
22.41,5,0.131057,47.469692,20.020403,
22.44,5,0.13138,47.441624,19.87306,
22.47,5,0.131679,47.413555,19.725718,
22.5,5,0.131951,47.385487,19.578375,
22.53,5,0.132201,47.357418,19.431028,
22.56,5,0.132432,47.325199,19.28454,
22.59,5,0.132818,47.29298,19.138048,
22.62,5,0.133172,47.260761,18.991556,
22.65,5,0.133498,47.228542,18.845064,
22.68,5,0.1338,47.196323,18.698568,
22.71,5,0.134077,47.159924,18.553064,
22.74,5,0.134528,47.123524,18.407557,
22.77,5,0.134945,47.087116,18.262049,
22.8,5,0.135328,47.050716,18.116541,
22.83,5,0.135678,47.014309,17.971029,
22.86,5,0.136003,46.973675,17.826647,
22.89,5,0.13653,46.933041,17.682264,
22.92,5,0.137012,46.892406,17.537878,
22.95,5,0.137458,46.851772,17.393492,
22.98,5,0.137871,46.811138,17.249105,
23.01,5,0.138248,46.766224,17.105997,
23.04,5,0.138836,46.72131,16.962885,
23.07,5,0.139377,46.676388,16.819773,
23.1,5,0.139875,46.631474,16.676661,
23.13,5,0.140332,46.586552,16.533545,
23.16,5,0.140751,46.537304,16.391867,
23.19,5,0.141419,46.488056,16.250185,
23.22,5,0.142033,46.438816,16.108503,
23.25,5,0.142598,46.389568,15.966822,
23.28,5,0.14312,46.340321,15.82514,
23.31,5,0.143598,46.286694,15.685061,
23.34,5,0.144318,46.233059,15.544981,
23.37,5,0.14498,46.179432,15.404902,
23.4,5,0.145592,46.125797,15.264818,
23.43,5,0.146151,46.072163,15.124735,
23.46,5,0.146671,46.014095,14.986433,
23.49,5,0.147479,45.956028,14.848131,
23.52,5,0.148222,45.897968,14.709826,
23.55,5,0.148906,45.839901,14.57152,
23.58,5,0.149537,45.781834,14.43321,
23.61,5,0.150116,45.719273,14.296877,
23.64,5,0.150971,45.656712,14.160543,
23.67,5,0.151761,45.594158,14.02421,
23.7,5,0.152489,45.531597,13.887877,
23.73,5,0.153163,45.46529,13.75334,
23.76,5,0.154077,45.398975,13.618803,
23.79,5,0.154917,45.332668,13.484266,
23.82,5,0.155693,45.266354,13.34973,
23.85,5,0.156407,45.200039,13.215189,
23.88,5,0.157062,45.129284,13.082937,
23.91,5,0.158026,45.058529,12.950686,
23.94,5,0.158916,44.987774,12.818434,
23.97,5,0.159736,44.917019,12.686182,
24,5,0.16049,44.846264,12.55393,
24.03,5,0.161181,44.770908,12.424246,
24.06,5,0.162206,44.695553,12.294558,
24.09,5,0.163149,44.620197,12.164869,
24.12,5,0.164017,44.544842,12.035181,
24.15,5,0.164816,44.469486,11.905489,
24.18,5,0.165549,44.389484,11.778616,
24.21,5,0.16662,44.309475,11.651739,
24.24,5,0.167603,44.229465,11.524862,
24.27,5,0.168513,44.149464,11.397985,
24.3,5,0.169347,44.069454,11.271105,
24.33,5,0.170113,43.984776,11.147295,
24.36,5,0.171228,43.900097,11.023485,
24.39,5,0.172259,43.815418,10.899675,
24.42,5,0.173206,43.730732,10.775862,
24.45,5,0.174074,43.642193,10.654795,
24.48,5,0.175216,43.553654,10.533728,
24.51,5,0.176273,43.465115,10.412657,
24.54,5,0.177242,43.376575,10.291586,
24.57,5,0.17813,43.288044,10.170515,
24.6,5,0.178944,43.194965,10.052908,
24.63,5,0.180085,43.101887,9.935301,
24.66,5,0.181137,43.008808,9.81769,
24.69,5,0.182105,42.915722,9.700079,
24.72,5,0.182992,42.822636,9.582468,
24.75,5,0.18381,42.724918,9.468676,
24.78,5,0.184971,42.627193,9.354883,
24.81,5,0.186043,42.529476,9.241091,
24.84,5,0.187027,42.431751,9.127298,
24.87,5,0.187934,42.334026,9.013506,
24.9,5,0.188764,42.231693,8.903837,
24.93,5,0.189873,42.12936,8.794168,
24.96,5,0.190894,42.02702,8.6845,
24.99,5,0.191835,41.924686,8.574827,
25.02,5,0.1927,41.81863,8.468771,
25.05,5,0.19343,41.712574,8.362715,
25.08,5,0.194104,41.606518,8.256655,
25.11,5,0.194724,41.500462,8.150595,
25.14,5,0.195292,41.394405,8.044535,
25.17,5,0.195814,41.284107,7.942896,
25.2,5,0.195908,41.173809,7.841253,
25.23,5,0.195995,41.063519,7.739611,
25.26,5,0.196073,40.95322,7.637968,
25.29,5,0.196143,40.842922,7.536325,
25.32,5,0.196204,40.728558,7.439276,
25.35,5,0.195773,40.614193,7.342226,
25.38,5,0.195374,40.499821,7.245176,
25.41,5,0.195006,40.385456,7.148127,
25.44,5,0.194668,40.271084,7.051077,
25.47,5,0.194351,40.152943,6.958652,
25.5,5,0.193501,40.034801,6.866226,
25.53,5,0.19272,39.91666,6.7738,
25.56,5,0.192,39.798512,6.681372,
25.59,5,0.191332,39.677525,6.592716,
25.62,5,0.190217,39.556545,6.504061,
25.65,5,0.189194,39.435558,6.415403,
25.68,5,0.18825,39.314571,6.326746,
25.71,5,0.187378,39.193584,6.238087,
25.74,5,0.186574,39.069477,6.153858,
25.77,5,0.185224,38.94537,6.06963,
25.8,5,0.183981,38.821262,5.985401,
25.83,5,0.182837,38.697155,5.901171,
25.86,5,0.181782,38.573044,5.81694,
25.89,5,0.18081,38.446026,5.737164,
25.92,5,0.179271,38.319008,5.657387,
25.95,5,0.177852,38.19199,5.577608,
25.98,5,0.17655,38.064968,5.497829,
26.01,5,0.175347,37.937943,5.418049,
26.04,5,0.17424,37.808289,5.342621,
26.07,5,0.172566,37.678635,5.267193,
26.1,5,0.171027,37.548981,5.191765,
26.13,5,0.169612,37.419323,5.116337,
26.16,5,0.168309,37.289665,5.040907,
26.19,5,0.167109,37.157646,4.969698,
26.22,5,0.165355,37.025627,4.898487,
26.25,5,0.163742,36.893608,4.827276,
26.28,5,0.162258,36.761585,4.756065,
26.31,5,0.16089,36.629562,4.684851,
26.34,5,0.159633,36.495426,4.61771,
26.37,5,0.157836,36.36129,4.55057,
26.4,5,0.156184,36.227154,4.483427,
26.43,5,0.154664,36.093014,4.416285,
26.46,5,0.153264,35.95887,4.34914,
26.49,5,0.151977,35.822845,4.28591,
26.52,5,0.150167,35.686821,4.222679,
26.55,5,0.148507,35.550797,4.159449,
26.58,5,0.146977,35.414772,4.096216,
26.61,5,0.145571,35.27874,4.032984,
26.64,5,0.144279,35.141041,3.973501,
26.67,5,0.142494,35.003338,3.914017,
26.7,5,0.140855,34.865635,3.854532,
26.73,5,0.139348,34.727932,3.795048,
26.76,5,0.13796,34.590225,3.735563,
26.79,5,0.136685,34.451031,3.679661,
26.82,5,0.134934,34.311836,3.623758,
26.85,5,0.133325,34.172638,3.567856,
26.88,5,0.131847,34.03344,3.511951,
26.91,5,0.130488,33.894241,3.456047,
26.94,5,0.129234,33.753727,3.403561,
26.97,5,0.127539,33.613209,3.351072,
27,5,0.125982,33.472691,3.298584,
27.03,5,0.124549,33.332172,3.246096,
27.06,5,0.123233,33.191654,3.193607,
27.09,5,0.12202,33.049965,3.144371,
27.12,5,0.120387,32.908276,3.095135,
27.15,5,0.118883,32.766586,3.045898,
27.18,5,0.117501,32.624897,2.996662,
27.21,5,0.11623,32.483204,2.947426,
27.24,5,0.115061,32.340481,2.901281,
27.27,5,0.113496,32.197758,2.855137,
27.3,5,0.11206,32.055035,2.80899,
27.33,5,0.110737,31.912308,2.762844,
27.36,5,0.109522,31.769581,2.716698,
27.39,5,0.108403,31.626854,2.670551,
27.42,5,0.107376,31.483047,2.627884,
27.45,5,0.105887,31.339241,2.585217,
27.48,5,0.104523,31.195435,2.542549,
27.51,5,0.103266,31.051624,2.499882,
27.54,5,0.102111,30.907814,2.457214,
27.57,5,0.101049,30.763222,2.417307,
27.6,5,0.099639,30.618629,2.377398,
27.63,5,0.098344,30.474033,2.337488,
27.66,5,0.097155,30.329437,2.297579,
27.69,5,0.09606,30.184841,2.257669,
27.72,5,0.095053,30.039555,2.220373,
27.75,5,0.093724,29.894268,2.183077,
27.78,5,0.092504,29.748978,2.145781,
27.81,5,0.091381,29.603687,2.108482,
27.84,5,0.09035,29.458397,2.071184,
27.87,5,0.089399,29.313103,2.033886,
27.9,5,0.088526,29.167103,1.999485,
27.93,5,0.087283,29.021103,1.965082,
27.96,5,0.086142,28.875103,1.930679,
27.99,5,0.08509,28.729099,1.896278,
28.02,5,0.084123,28.583096,1.861876,
28.05,5,0.083236,28.436562,1.829815,
28.08,5,0.082062,28.290028,1.797754,
28.11,5,0.080983,28.143494,1.765696,
28.14,5,0.079993,27.99696,1.733635,
28.17,5,0.079081,27.850422,1.701574,
28.2,5,0.078242,27.703884,1.669514,
28.23,5,0.077472,27.556816,1.640007,
28.26,5,0.076382,27.409748,1.6105,
28.29,5,0.07538,27.26268,1.580994,
28.32,5,0.074461,27.115608,1.551485,
28.35,5,0.073614,26.968536,1.521976,
28.38,5,0.072835,26.821465,1.49247,
28.41,5,0.072119,26.673927,1.465399,
28.44,5,0.071098,26.52639,1.438328,
28.47,5,0.07016,26.378853,1.411257,
28.5,5,0.069297,26.231316,1.384186,
28.53,5,0.068503,26.083775,1.357115,
28.56,5,0.067775,25.935898,1.331982,
28.59,5,0.066817,25.788021,1.306847,
28.62,5,0.065938,25.640141,1.281712,
28.65,5,0.06513,25.49226,1.256577,
28.68,5,0.064386,25.344379,1.231441,
28.71,5,0.063703,25.196495,1.206308,
28.74,5,0.063074,25.048275,1.183273,
28.77,5,0.062191,24.900055,1.160238,
28.8,5,0.06138,24.751835,1.137203,
28.83,5,0.060634,24.603611,1.114166,
28.86,5,0.059949,24.455387,1.091129,
28.89,5,0.059317,24.307159,1.068092,
28.92,5,0.058738,24.158642,1.047058,
28.95,5,0.05791,24.010124,1.026024,
28.98,5,0.057151,23.861607,1.00499,
29.01,5,0.056452,23.713089,0.983955,
29.04,5,0.055809,23.564571,0.962921,
29.07,5,0.055219,23.41605,0.941885,
29.1,5,0.054675,23.267281,0.92272,
29.13,5,0.053906,23.118511,0.903555,
29.16,5,0.053197,22.969742,0.88439,
29.19,5,0.052546,22.820969,0.865225,
29.22,5,0.051946,22.672195,0.846062,
29.25,5,0.051397,22.523418,0.826897,
29.28,5,0.050889,22.374435,0.809477,
29.31,5,0.050171,22.225449,0.792057,
29.34,5,0.049511,22.076462,0.774635,
29.37,5,0.048904,21.927475,0.757215,
29.4,5,0.048347,21.778488,0.739794,
29.43,5,0.047832,21.629498,0.722372,
29.46,5,0.047359,21.480331,0.706577,
29.49,5,0.04669,21.331161,0.690783,
29.52,5,0.046075,21.181992,0.674988,
29.55,5,0.045509,21.032822,0.659193,
29.58,5,0.044991,20.883652,0.643398,
29.61,5,0.044511,20.734478,0.627605,
29.64,5,0.044072,20.585159,0.613327,
29.67,5,0.043447,20.435841,0.599049,
29.7,5,0.042872,20.286522,0.584772,
29.73,5,0.042344,20.137199,0.570494,
29.76,5,0.041857,19.987877,0.556215,
29.79,5,0.041409,19.838554,0.541939,
29.82,5,0.041,19.689106,0.529074,
29.85,5,0.040414,19.539658,0.516209,
29.88,5,0.039876,19.390209,0.503344,
29.91,5,0.039382,19.240761,0.490479,
29.94,5,0.038927,19.091309,0.477613,
29.97,5,0.03851,18.941856,0.464748,
30,5,0.038125,18.792301,0.453197,
30.03,5,0.037576,18.642746,0.441648,
30.06,5,0.037072,18.493191,0.430098,
30.09,5,0.036609,18.343632,0.418547,
30.12,5,0.036183,18.194073,0.406998,
30.15,5,0.035791,18.044514,0.395447,
30.18,5,0.035431,17.894951,0.383896,
30.21,5,0.035099,17.745293,0.37376,
30.24,5,0.034583,17.595634,0.363625,
30.27,5,0.034108,17.445972,0.353489,
30.3,5,0.033671,17.29631,0.343353,
30.33,5,0.03327,17.146648,0.333218,
30.36,5,0.032902,16.996983,0.323082,
30.39,5,0.032563,16.847252,0.314072,
30.42,5,0.032081,16.697521,0.305061,
30.45,5,0.031638,16.547787,0.296051,
30.48,5,0.031229,16.398052,0.287041,
30.51,5,0.030855,16.248318,0.27803,
30.54,5,0.03051,16.098583,0.269022,
30.57,5,0.030193,15.948795,0.261053,
30.6,5,0.029737,15.799007,0.253084,
30.63,5,0.029319,15.649216,0.245115,
30.66,5,0.028933,15.499424,0.237146,
30.69,5,0.028579,15.349632,0.229177,
30.72,5,0.028254,15.199837,0.221209,
30.75,5,0.027953,15.050041,0.213242,
30.78,5,0.027678,14.900196,0.206385,
30.81,5,0.027246,14.750351,0.199528,
30.84,5,0.026849,14.600506,0.192671,
30.87,5,0.026482,14.450657,0.185814,
30.9,5,0.026147,14.300808,0.178957,
30.93,5,0.025838,14.150955,0.1721,
30.96,5,0.025554,14.001076,0.166121,
30.99,5,0.025149,13.851192,0.160143,
31.02,5,0.024778,13.701309,0.154163,
31.05,5,0.024435,13.551426,0.148186,
31.08,5,0.024121,13.401543,0.142206,
31.11,5,0.023833,13.251659,0.136227,
31.14,5,0.023567,13.101746,0.131056,
31.17,5,0.023181,12.951832,0.125885,
31.2,5,0.022825,12.801918,0.120716,
31.23,5,0.022498,12.652004,0.115545,
31.26,5,0.022196,12.50209,0.110376,
31.29,5,0.021919,12.352173,0.105206,
31.32,5,0.021665,12.202255,0.100037,
31.35,5,0.021431,12.052319,0.095713,
31.38,5,0.021065,11.902378,0.091389,
31.41,5,0.020729,11.752438,0.087067,
31.44,5,0.020419,11.602497,0.082743,
31.47,5,0.020136,11.452557,0.078421,
31.5,5,0.019875,11.302612,0.074097,
31.53,5,0.019635,11.152657,0.070446,
31.56,5,0.019286,11.002701,0.066795,
31.59,5,0.018966,10.852745,0.063143,
31.62,5,0.01867,10.702789,0.059492,
31.65,5,0.018398,10.55283,0.05584,
31.68,5,0.018149,10.40287,0.052189,
31.71,5,0.017919,10.252907,0.048536,
31.74,5,0.017709,10.102936,0.045576,
31.77,5,0.017373,9.952965,0.042616,
31.8,5,0.017065,9.802994,0.039656,
31.83,5,0.016782,9.653019,0.036695,
31.86,5,0.016521,9.503044,0.033737,
31.89,5,0.016282,9.353069,0.030777,
31.92,5,0.016061,9.203087,0.028357,
31.95,5,0.015739,9.053104,0.025938,
31.98,5,0.015444,8.903122,0.023518,
32.01,5,0.015171,8.753139,0.021099,
32.04,5,0.014921,8.603157,0.018679,
32.07,5,0.014692,8.453175,0.01626,
32.1,5,0.01448,8.303196,0.01384,
32.13,5,0.014287,8.15321,0.011965,
32.16,5,0.013977,8.003223,0.01009,
32.19,5,0.013692,7.853237,0.008215,
32.22,5,0.013431,7.703255,0.00634,
32.25,5,0.01319,7.553272,0.004467,
32.28,5,0.012969,7.403294,0.002592,
32.31,5,0.012765,7.253323,0.000719,
32.34,5,0.012578,7.103329,-0.000675,
32.37,5,0.012276,6.953337,-0.002069,
32.4,5,0.012,6.803347,-0.003464,
32.43,5,0.011745,6.653357,-0.004858,
32.46,5,0.011512,6.50337,-0.006252,
32.49,5,0.011296,6.353386,-0.007648,
32.52,5,0.011098,6.203392,-0.008692,
32.55,5,0.010808,6.053398,-0.009735,
32.58,5,0.010541,5.903406,-0.010778,
32.61,5,0.010297,5.753416,-0.011822,
32.64,5,0.010071,5.603428,-0.012865,
32.67,5,0.009864,5.453442,-0.013906,
32.7,5,0.009674,5.303459,-0.01495,
32.73,5,0.009498,5.153463,-0.015654,
32.76,5,0.009216,5.003468,-0.016357,
32.79,5,0.008956,4.853474,-0.017059,
32.82,5,0.008718,4.703482,-0.017763,
32.85,5,0.008499,4.553492,-0.018465,
32.88,5,0.008297,4.403503,-0.019169,
32.91,5,0.008112,4.253523,-0.019871,
32.94,5,0.00794,4.103523,-0.020298,
32.97,5,0.007626,3.953526,-0.020725,
33,5,0.007337,3.80353,-0.021152,
33.03,5,0.007072,3.653534,-0.02158,
33.06,5,0.006828,3.503542,-0.022007,
33.09,5,0.006603,3.353552,-0.022436,
33.12,5,0.006396,3.203552,-0.022709,
33.15,5,0.006165,3.053555,-0.02298,
33.18,5,0.005953,2.903559,-0.023252,
33.21,5,0.005757,2.753565,-0.023523,
33.24,5,0.005577,2.603575,-0.023796,
33.27,4.98304,0.005416,2.454863,-0.023949,
33.3,4.966081,0.005184,2.306152,-0.024101,
33.33,4.949121,0.004973,2.157442,-0.024252,
33.36,4.932162,0.00478,2.008736,-0.024405,
33.39,4.915204,0.004604,1.860033,-0.024555,
33.42,4.730497,0.00449,1.728727,-0.024616,
33.45,4.545792,0.004253,1.597422,-0.024677,
33.48,4.361088,0.004045,1.466118,-0.024738,
33.51,4.176387,0.003865,1.334816,-0.024799,
33.54,3.991688,0.003711,1.203516,-0.02486,
33.57,3.806995,0.003578,1.07222,-0.024923,
33.6,3.602229,0.003558,0.986208,-0.024935,
33.63,3.397464,0.003367,0.900196,-0.024944,
33.66,3.1927,0.003199,0.814186,-0.024956,
33.69,2.987937,0.00305,0.728176,-0.024965,
33.72,2.783176,0.002921,0.642166,-0.024977,
33.75,2.578416,0.002808,0.556156,-0.024986,
33.78,2.373659,0.002709,0.470148,-0.024998,
33.81,2.168905,0.002624,0.384142,-0.025007,
33.84,1.964157,0.002552,0.298138,-0.025019,
33.87,1.758228,0.002571,0.26688,-0.025019,
33.9,1.552299,0.002493,0.235622,-0.025019,
33.93,1.346372,0.002427,0.204365,-0.025021,
33.96,1.140446,0.002373,0.173107,-0.025021,
33.99,0.934522,0.002327,0.14185,-0.025023,
34.02,0.728599,0.00229,0.110594,-0.025023,
34.05,0.522679,0.002263,0.079338,-0.025024,
34.08,0.316762,0.002244,0.048082,-0.025024,
34.11,0.11085,0.002233,0.016827,-0.025026,
